datacoverage,elevation,elevationUnit,id,latitude,longitude,maxdate,mindate,name,square_diagonal,query_count,query_long,query_lat,dist_from_center,p_name
0.9989,201.2,METERS,GHCND_USW00014845,43.53306,-84.07972,2018-10-16,1898-01-01,"SAGINAW MBS INTERNATIONAL AIRPORT, MI US",2.139864107581439,14,-84.44743109836065,43.42594450819672,0.3829950135992108,Gratiot
0.8192,236.2,METERS,GHCND_USW00014828,43.9758,-84.4908,2018-10-17,1892-12-01,"GLADWIN, MI US",2.139864107581439,14,-84.44743109836065,43.42594450819672,0.551563163650028,Gratiot
0.9327,261.8,METERS,GHCND_USW00014836,42.7761,-84.5997,2018-10-16,1948-01-01,"LANSING CAPITAL CITY AIRPORT, MI US",2.139864107581439,14,-84.44743109836065,43.42594450819672,0.6674456556453807,Gratiot
0.9901,246.0,METERS,GHCND_USW00004840,43.76944,-88.49083,2018-10-15,1996-08-02,"FOND DU LAC CO AIRPORT, WI US",2.567836929097727,15,-88.52509579310342,43.62112042528735,0.1522262816334548,Forward Wind Project
0.9978,238.4,METERS,GHCND_USW00094855,43.98444,-88.55694,2018-10-16,1996-07-01,"OSHKOSH WITTMAN REGIONAL AIRPORT, WI US",2.567836929097727,15,-88.52509579310342,43.62112042528735,0.3647124441011733,Forward Wind Project
0.9938,227.4,METERS,GHCND_USW00004841,43.76944,-87.85056,2018-10-15,1996-09-01,"SHEBOYGAN CO MEMORIAL AIRPORT, WI US",2.567836929097727,15,-88.52509579310342,43.62112042528735,0.6906498623909201,Forward Wind Project
0.6134,274.3,METERS,GHCND_USW00014914,46.9253,-96.8111,2018-10-16,1891-05-01,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",3.0814043149172723,16,-96.23815296875001,46.7136091875,0.6108038152427326,Lakeswind
0.2731,312.1,METERS,GHCND_USC00218947,45.8619,-96.565,2018-02-28,1939-09-01,"WHITE ROCK DAM, MN US",3.0814043149172723,16,-96.23815296875001,46.7136091875,0.9122705310974569,Lakeswind
0.9874,431.6,METERS,GHCND_USW00014910,45.8679,-95.3941,2018-10-15,1940-05-01,"ALEXANDRIA MUNICIPAL AIRPORT, MN US",3.0814043149172723,16,-96.23815296875001,46.7136091875,1.1948428532144428,Lakeswind
0.9637,179.8,METERS,GHCND_USW00094898,44.02194,-82.79306,2018-10-15,1999-06-24,"PORT HOPE, MI US",2.567836929097727,15,-82.94615454347827,43.71643971739131,0.3417138597083988,Michigan Wind I
0.9098,178.6,METERS,GHCND_USC00202423,44.2838,-83.5036,2018-10-17,1890-04-01,"EAST TAWAS, MI US",2.567836929097727,15,-82.94615454347827,43.71643971739131,0.7953886642884319,Michigan Wind I
0.9631,181.0,METERS,GHCND_CA006127510,43.0,-82.3167,2018-10-16,2009-12-17,"SARNIA, CA",2.567836929097727,15,-82.94615454347827,43.71643971739131,0.953676512744853,Michigan Wind I
0.8174,368.8,METERS,GHCND_USC00328937,46.9558,-98.0203,2011-11-23,1893-04-01,"VALLEY CITY 3 NNW, ND US",3.0814043149172723,16,-97.91947899259262,47.121002881481466,0.19353776785015178,Ashtabula Wind Center
0.9998,455.4,METERS,GHCND_USW00014919,46.9258,-98.6691,2018-10-16,1948-07-01,"JAMESTOWN MUNICIPAL AIRPORT, ND US",3.0814043149172723,16,-97.91947899259262,47.121002881481466,0.7746197904037362,Ashtabula Wind Center
0.9951,256.6,METERS,GHCND_USW00014916,47.9428,-97.1839,2018-10-16,1948-08-07,"GRAND FORKS INTERNATIONAL AIRPORT, ND US",3.0814043149172723,16,-97.91947899259262,47.121002881481466,1.1029174757654983,Ashtabula Wind Center
0.9964,694.9,METERS,GHCND_USC00414967,33.06417,-101.04889,2018-10-17,1994-05-01,"LAKE ALAN HENRY, TX US",2.567836929097727,15,-101.66242344565218,32.993017413043496,0.6176455128667571,Stephens Ranch II
0.981,991.8,METERS,GHCND_USW00023042,33.6656,-101.8231,2018-10-16,1945-08-10,"LUBBOCK INTERNATIONAL AIRPORT, TX US",2.567836929097727,15,-101.66242344565218,32.993017413043496,0.6915087066654957,Stephens Ranch II
0.5731,989.1,METERS,GHCND_USC00415410,33.6897,-101.8219,2018-10-17,1911-03-01,"LUBBOCK 9 N, TX US",2.567836929097727,15,-101.66242344565218,32.993017413043496,0.7147023145023821,Stephens Ranch II
0.9792,1575.8,METERS,GHCND_USC00251361,41.0102,-103.8769,2018-10-17,2002-05-01,"BUSHNELL 15 S, NE US",2.567836929097727,15,-103.79718706349209,40.9400076984127,0.10621257669804181,Cedar Creek II
0.8607,1309.4,METERS,GHCND_USW00024030,41.0993,-102.9863,2018-10-16,1948-01-01,"SIDNEY MUNICIPAL AIRPORT, NE US",2.567836929097727,15,-103.79718706349209,40.9400076984127,0.826384817796045,Cedar Creek II
0.9565,1316.7,METERS,GHCND_USC00257830,41.2294,-103.0214,2018-09-30,1908-12-01,"SIDNEY 6 NNW, NE US",2.567836929097727,15,-103.79718706349209,40.9400076984127,0.8280057198471957,Cedar Creek II
0.9965,291.1,METERS,GHCND_USW00094989,41.99056,-93.61889,2018-10-16,1996-10-01,"AMES MUNICIPAL AIRPORT, IA US",2.567836929097727,15,-93.28658131000003,42.10519407000001,0.3515252984555419,Story County
0.9938,296.9,METERS,GHCND_USW00094988,42.11056,-92.91611,2018-10-16,1996-10-01,"MARSHALLTOWN MUNICIPAL AIRPORT, IA US",2.567836929097727,15,-93.28658131000003,42.10519407000001,0.3705101681977181,Story County
0.9986,335.0,METERS,GHCND_USC00130200,42.0208,-93.7741,2018-10-10,1964-11-01,"AMES 8 WSW, IA US",2.567836929097727,15,-93.28658131000003,42.10519407000001,0.4947694737455581,Story County
0.9012,492.3,METERS,GHCND_USC00324958,48.7622,-98.3447,2018-10-17,1897-04-01,"LANGDON EXPERIMENTAL FARM, ND US",2.139864107581439,14,-98.30500826829265,48.62139967073171,0.14628795674281095,Langdon (4Q07)
0.9929,298.0,METERS,GHCND_CA005021849,49.1833,-98.0833,2018-10-15,1999-12-01,"MORDEN CDA CS, CA",2.139864107581439,14,-98.30500826829265,48.62139967073171,0.6040583881224917,Langdon (4Q07)
0.9294,446.2,METERS,GHCND_USW00014912,48.1069,-98.868,2014-07-02,1921-01-01,"DEVILS LAKE KDLR, ND US",2.139864107581439,14,-98.30500826829265,48.62139967073171,0.7626726697305135,Langdon (4Q07)
0.8179,397.5,METERS,GHCND_USW00014925,43.9041,-92.4916,2018-10-16,1893-01-01,"ROCHESTER INTERNATIONAL AIRPORT, MN US",3.0814043149172723,16,-92.48494877272728,43.40534342424242,0.49880092289977007,Crane Creek
0.9983,264.6,METERS,GHCND_USW00094910,42.5544,-92.4011,2018-10-16,1950-03-01,"WATERLOO MUNICIPAL AIRPORT, IA US",3.0814043149172723,16,-92.48494877272728,43.40534342424242,0.8550645168344199,Crane Creek
0.9999,373.4,METERS,GHCND_USW00014940,43.1544,-93.3269,2018-10-16,1948-01-01,"MASON CITY MUNICIPAL AIRPORT, IA US",3.0814043149172723,16,-92.48494877272728,43.40534342424242,0.8785524863527172,Crane Creek
0.2393,150.6,METERS,GHCND_USW00012907,27.53333,-99.46667,2018-10-16,1965-03-15,"LAREDO INTERNATIONAL AIRPORT, TX US",2.567836929097727,15,-98.90881239999999,27.576275080000006,0.5595081605964055,Cedro Hill
0.7522,131.1,METERS,GHCND_USC00415060,27.5684,-99.4982,2018-10-16,1946-09-01,"LAREDO 2, TX US",2.567836929097727,15,-98.90881239999999,27.576275080000006,0.5894402089430082,Cedro Hill
0.3484,52.7,METERS,GHCND_USW00012932,27.74111,-98.02472,2018-10-16,1948-01-01,"ALICE INTERNATIONAL AIRPORT, TX US",2.567836929097727,15,-98.90881239999999,27.576275080000006,0.8993274835059469,Cedro Hill
0.9833,372.2,METERS,GHCND_USC00417300,31.9633,-98.4941,2018-10-17,1963-06-01,"PROCTOR RESERVOIR, TX US",2.567836929097727,15,-98.48703595348837,31.38867062790696,0.5746727903991615,Goldthwaite
0.9838,392.6,METERS,GHCND_USW00003999,30.7406,-98.2354,2018-10-16,1996-09-15,"BURNET MUNICIPAL AIRPORT, TX US",2.567836929097727,15,-98.48703595348837,31.38867062790696,0.6952094589717015,Goldthwaite
0.3054,309.4,METERS,GHCND_USW00003902,31.06667,-97.83333,2014-10-23,1950-09-26,"ROBERT GRAY ARMY AIR FIELD, TX US",2.567836929097727,15,-98.48703595348837,31.38867062790696,0.7287083627889944,Goldthwaite
0.8552,355.7,METERS,GHCND_USC00414982,33.7542,-99.1442,2018-10-17,1962-04-01,"LAKE KEMP, TX US",3.6976851779007265,17,-99.64714822999997,33.34140889,0.6506561477117835,Willow Springs Wind Farm
0.9804,545.6,METERS,GHCND_USW00013962,32.4105,-99.6822,2018-10-16,1946-08-01,"ABILENE REGIONAL AIRPORT, TX US",3.6976851779007265,17,-99.64714822999997,33.34140889,0.931568563263683,Willow Springs Wind Farm
0.9856,382.5,METERS,GHCND_USW00003981,34.34444,-98.98306,2018-10-16,1998-02-01,"FREDERICK MUNICIPAL AIRPORT, OK US",3.6976851779007265,17,-99.64714822999997,33.34140889,1.2029482885196425,Willow Springs Wind Farm
0.9943,407.8,METERS,GHCND_USW00014972,43.16444,-95.20167,2018-10-15,1996-10-01,"SPENCER MUNICIPAL AIRPORT, IA US",3.0814043149172723,16,-94.73740721951215,42.599497146341456,0.7312320816581841,Pomeroy I
0.9939,401.4,METERS,GHCND_USW00094971,43.40111,-94.74722,2018-10-16,1996-07-01,"ESTHERVILLE MUNICIPAL AIRPORT, IA US",3.0814043149172723,16,-94.73740721951215,42.599497146341456,0.8016729119856189,Pomeroy I
0.9937,368.8,METERS,GHCND_USC00131442,42.7572,-95.5377,2018-10-17,1921-11-13,"CHEROKEE, IA US",3.0814043149172723,16,-94.73740721951215,42.599497146341456,0.8156829804237815,Pomeroy I
0.9862,1351.8,METERS,GHCND_USC00291963,34.5988,-103.2161,2018-10-17,1949-06-21,"CLOVIS 13 N, NM US",3.0814043149172723,16,-102.46911674999997,34.574349083333345,0.7473833173856933,Bethel
0.9492,1098.5,METERS,GHCND_USW00023047,35.2295,-101.7042,2018-10-16,1943-03-01,"AMARILLO AIRPORT, TX US",3.0814043149172723,16,-102.46911674999997,34.574349083333345,1.0071347268561814,Bethel
0.5731,989.1,METERS,GHCND_USC00415410,33.6897,-101.8219,2018-10-17,1911-03-01,"LUBBOCK 9 N, TX US",3.0814043149172723,16,-102.46911674999997,34.574349083333345,1.096126599496175,Bethel
0.2393,150.6,METERS,GHCND_USW00012907,27.53333,-99.46667,2018-10-16,1965-03-15,"LAREDO INTERNATIONAL AIRPORT, TX US",2.567836929097727,15,-98.91778322000002,27.45943532999999,0.5538385319866715,Javelina II
0.7522,131.1,METERS,GHCND_USC00415060,27.5684,-99.4982,2018-10-16,1946-09-01,"LAREDO 2, TX US",2.567836929097727,15,-98.91778322000002,27.45943532999999,0.5905564645431923,Javelina II
0.9837,97.5,METERS,GHCND_USC00413060,26.558,-99.1372,2018-10-17,1962-07-01,"FALCON DAM, TX US",2.567836929097727,15,-98.91778322000002,27.45943532999999,0.927755020206173,Javelina II
0.8607,1309.4,METERS,GHCND_USW00024030,41.0993,-102.9863,2018-10-16,1948-01-01,"SIDNEY MUNICIPAL AIRPORT, NE US",2.139864107581439,14,-103.01996057500003,40.96305559999999,0.14034090936250587,Spring Canyon
0.9988,1130.5,METERS,GHCND_USC00051996,40.86,-102.803,2018-10-17,1996-03-01,"CROOK, CO US",2.139864107581439,14,-103.01996057500003,40.96305559999999,0.240192314189488,Spring Canyon
0.9565,1316.7,METERS,GHCND_USC00257830,41.2294,-103.0214,2018-09-30,1908-12-01,"SIDNEY 6 NNW, NE US",2.139864107581439,14,-103.01996057500003,40.96305559999999,0.26634828956780443,Spring Canyon
0.9637,179.8,METERS,GHCND_USW00094898,44.02194,-82.79306,2018-10-15,1999-06-24,"PORT HOPE, MI US",2.567836929097727,15,-83.17823541428572,43.89107687142858,0.40679879325003,Echo
0.9098,178.6,METERS,GHCND_USC00202423,44.2838,-83.5036,2018-10-17,1890-04-01,"EAST TAWAS, MI US",2.567836929097727,15,-83.17823541428572,43.89107687142858,0.5099936954041195,Echo
0.8035,256.6,METERS,GHCND_USC00203527,44.3127,-83.8272,2009-09-30,2002-02-01,"HALE 5 SSW, MI US",2.567836929097727,15,-83.17823541428572,43.89107687142858,0.773899926384323,Echo
0.9964,694.9,METERS,GHCND_USC00414967,33.06417,-101.04889,2018-10-17,1994-05-01,"LAKE ALAN HENRY, TX US",2.567836929097727,15,-100.9886487818182,32.89249929999999,0.18193359669538714,Amazon Wind Farm Texas
0.7781,700.1,METERS,GHCND_USC00418566,33.47917,-100.87611,2018-10-16,1911-05-01,"SPUR, TX US",2.567836929097727,15,-100.9886487818182,32.89249929999999,0.5973671297046989,Amazon Wind Farm Texas
0.9252,765.0,METERS,GHCND_USW00023041,32.2443,-101.4537,2018-10-17,1948-01-01,"BIG SPRING, TX US",2.567836929097727,15,-100.9886487818182,32.89249929999999,0.7977687434669578,Amazon Wind Farm Texas
0.5051,538.3,METERS,GHCND_USW00024220,47.03389,-120.53028,2018-10-15,1940-05-04,"ELLENSBURG BOWERS FIELD, WA US",1.2383472844799996,11,-120.16181291666663,46.95391604999998,0.37704618308478705,Vantage Point
0.9507,130.5,METERS,GHCND_USC00456747,46.646,-119.9061,2018-10-16,1956-12-06,"PRIEST RAPIDS DAM, WA US",1.2383472844799996,11,-120.16181291666663,46.95391604999998,0.4002516578326071,Vantage Point
0.9683,392.0,METERS,GHCND_USC00456880,47.2235,-119.8524,2018-07-28,1941-03-01,"QUINCY, WA US",1.2383472844799996,11,-120.16181291666663,46.95391604999998,0.4103801397457777,Vantage Point
0.9252,765.0,METERS,GHCND_USW00023041,32.2443,-101.4537,2018-10-17,1948-01-01,"BIG SPRING, TX US",3.6976851779007265,17,-101.81411634177212,32.210436582278476,0.3620036884842225,Stanton Energy Center
1.0,872.3,METERS,GHCND_USW00023023,31.9475,-102.2086,2018-10-16,1930-06-01,"MIDLAND INTERNATIONAL AIRPORT, TX US",3.6976851779007265,17,-101.81411634177212,32.210436582278476,0.47408121973891637,Stanton Energy Center
0.9977,914.7,METERS,GHCND_USW00003031,31.92056,-102.38667,2018-10-16,1998-12-01,"ODESSA SCHLEMEYER FIELD, TX US",3.6976851779007265,17,-101.81411634177212,32.210436582278476,0.6417523856625491,Stanton Energy Center
0.9252,765.0,METERS,GHCND_USW00023041,32.2443,-101.4537,2018-10-17,1948-01-01,"BIG SPRING, TX US",3.0814043149172723,16,-101.11668729323308,31.992351383458647,0.4207798354240187,Panther Creek III
0.8222,598.6,METERS,GHCND_USC00416499,31.45389,-100.49333,2008-01-31,1975-12-01,"O C FISHER DAM, TX US",3.0814043149172723,16,-101.11668729323308,31.992351383458647,0.8237202052293465,Panther Creek III
0.2272,576.1,METERS,GHCND_USC00417944,31.37083,-100.49432,2018-10-17,1947-11-01,"SAN ANGELO WEATHER FORECAST OFFICE, TX US",3.0814043149172723,16,-101.11668729323308,31.992351383458647,0.8795623217161038,Panther Creek III
0.9939,401.4,METERS,GHCND_USW00094971,43.40111,-94.74722,2018-10-16,1996-07-01,"ESTHERVILLE MUNICIPAL AIRPORT, IA US",3.0814043149172723,16,-94.85385597014924,43.79362158208956,0.40673894847200803,Trimont Wind
0.9974,347.5,METERS,GHCND_USC00214546,44.2395,-95.3152,2018-10-02,1961-01-01,"LAMBERTON SOUTHWEST RESEARCH AND OUTREACH CENTER, MN US",3.0814043149172723,16,-94.85385597014924,43.79362158208956,0.6415963508603069,Trimont Wind
0.9943,407.8,METERS,GHCND_USW00014972,43.16444,-95.20167,2018-10-15,1996-10-01,"SPENCER MUNICIPAL AIRPORT, IA US",3.0814043149172723,16,-94.85385597014924,43.79362158208956,0.7189186759305528,Trimont Wind
0.9804,545.6,METERS,GHCND_USW00013962,32.4105,-99.6822,2018-10-16,1946-08-01,"ABILENE REGIONAL AIRPORT, TX US",2.567836929097727,15,-100.2462056460177,32.206878318584074,0.5996366882392179,Turkey Track
0.9411,594.1,METERS,GHCND_USC00414278,31.84555,-99.56068,2018-10-17,1953-07-01,"HORDS CREEK DAM, TX US",2.567836929097727,15,-100.2462056460177,32.206878318584074,0.7749216509807765,Turkey Track
0.8222,598.6,METERS,GHCND_USC00416499,31.45389,-100.49333,2008-01-31,1975-12-01,"O C FISHER DAM, TX US",2.567836929097727,15,-100.2462056460177,32.206878318584074,0.7925035357998341,Turkey Track
0.9964,694.9,METERS,GHCND_USC00414967,33.06417,-101.04889,2018-10-17,1994-05-01,"LAKE ALAN HENRY, TX US",3.0814043149172723,16,-100.73874271014496,32.46300559420289,0.676453977888972,Loraine
0.9252,765.0,METERS,GHCND_USW00023041,32.2443,-101.4537,2018-10-17,1948-01-01,"BIG SPRING, TX US",3.0814043149172723,16,-100.73874271014496,32.46300559420289,0.7476603929943703,Loraine
0.7781,700.1,METERS,GHCND_USC00418566,33.47917,-100.87611,2018-10-16,1911-05-01,"SPUR, TX US",3.0814043149172723,16,-100.73874271014496,32.46300559420289,1.0254071737271577,Loraine
0.9877,2013.5,METERS,GHCND_USW00003195,35.94611,-112.15472,2018-10-16,1996-07-01,"GRAND CANYON NATIONAL PARK AIRPORT, AZ US",2.139864107581439,14,-112.28974975806453,35.42978243548388,0.533692036142673,Perrin Ranch
0.9732,2239.4,METERS,GHCND_USC00023160,35.2681,-111.7428,2018-06-20,1909-01-01,"FORT VALLEY, AZ US",2.139864107581439,14,-112.28974975806453,35.42978243548388,0.5703466032079492,Perrin Ranch
0.9308,2068.1,METERS,GHCND_USC00023596,36.0527,-112.1502,2012-03-31,1976-05-01,"GRAND CANYON NATIONAL PARK 2, AZ US",2.139864107581439,14,-112.28974975806453,35.42978243548388,0.6383576013165086,Perrin Ranch
0.6669,701.0,METERS,GHCND_USC00465224,37.8566,-80.4042,2018-10-17,1851-04-01,"LEWISBURG 3 N, WV US",2.567836929097727,15,-80.52286531343286,38.078455447761186,0.2515974886866609,Beech Ridge
0.9982,423.7,METERS,GHCND_USC00460939,37.64128,-80.88331,2018-10-17,1943-03-01,"BLUESTONE LAKE, WV US",2.567836929097727,15,-80.52286531343286,38.078455447761186,0.5666063397100957,Beech Ridge
0.9971,539.5,METERS,GHCND_USC00443310,37.9458,-79.9542,2018-10-17,1980-06-01,"GATHRIGHT DAM, VA US",2.567836929097727,15,-80.52286531343286,38.078455447761186,0.5839329640655796,Beech Ridge
0.9863,215.8,METERS,GHCND_USC00129430,40.475,-86.9919,2018-10-17,1901-01-01,"WEST LAFAYETTE 6 NW, IN US",2.139864107581439,14,-87.57918480851066,40.72323134042553,0.6375909697265605,Settler's Trail
0.7581,230.1,METERS,GHCND_USW00014806,40.313,-88.1598,2018-10-15,1893-01-01,"RANTOUL, IL US",2.139864107581439,14,-87.57918480851066,40.72323134042553,0.7109175432182908,Settler's Trail
0.926,182.6,METERS,GHCND_USW00014835,40.41222,-86.93694,2018-10-16,1944-01-01,"LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US",2.139864107581439,14,-87.57918480851066,40.72323134042553,0.7135870289825701,Settler's Trail
0.9863,215.8,METERS,GHCND_USC00129430,40.475,-86.9919,2018-10-17,1901-01-01,"WEST LAFAYETTE 6 NW, IN US",2.567836929097727,15,-87.45743542857143,40.679160285714296,0.5083351822549033,Benton County Wind Farm
0.926,182.6,METERS,GHCND_USW00014835,40.41222,-86.93694,2018-10-16,1944-01-01,"LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US",2.567836929097727,15,-87.45743542857143,40.679160285714296,0.5849552182013422,Benton County Wind Farm
0.995,205.7,METERS,GHCND_USC00116344,40.1101,-87.9567,2018-10-17,2001-11-01,"OGDEN, IL US",2.567836929097727,15,-87.45743542857143,40.679160285714296,0.7570301982490432,Benton County Wind Farm
0.9995,304.8,METERS,GHCND_USW00013969,36.73667,-97.10194,2018-10-16,1948-01-01,"PONCA CITY MUNICIPAL AIRPORT, OK US",1.7832200896511994,13,-96.65345767857147,36.70667367857143,0.4494843400310716,Osage Wind
0.9908,350.5,METERS,GHCND_USW00013932,37.16806,-97.03694,2018-10-15,1996-07-01,"WINFIELD STROTHER FIELD AIRPORT, KS US",1.7832200896511994,13,-96.65345767857147,36.70667367857143,0.5999466880061951,Osage Wind
0.9361,217.9,METERS,GHCND_USW00003959,36.7683,-96.0261,2018-10-16,1920-01-01,"BARTLESVILLE MUNICIPAL AIRPORT, OK US",1.7832200896511994,13,-96.65345767857147,36.70667367857143,0.6303772365460251,Osage Wind
0.9863,215.8,METERS,GHCND_USC00129430,40.475,-86.9919,2018-10-17,1901-01-01,"WEST LAFAYETTE 6 NW, IN US",2.139864107581439,14,-87.48510933802822,40.692074971830976,0.538866397647558,Goodland I
0.926,182.6,METERS,GHCND_USW00014835,40.41222,-86.93694,2018-10-16,1944-01-01,"LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US",2.139864107581439,14,-87.48510933802822,40.692074971830976,0.6154741492644603,Goodland I
0.995,205.7,METERS,GHCND_USC00116344,40.1101,-87.9567,2018-10-17,2001-11-01,"OGDEN, IL US",2.139864107581439,14,-87.48510933802822,40.692074971830976,0.7490611592497898,Goodland I
0.9999,198.1,METERS,GHCND_USW00014842,40.6675,-89.6839,2018-10-16,1943-05-04,"PEORIA INTERNATIONAL AIRPORT, IL US",3.6976851779007265,17,-89.41575884848486,40.332609696969705,0.42901187885603487,Rail Splitter
0.9999,181.1,METERS,GHCND_USW00093822,39.8447,-89.6839,2018-10-16,1901-01-01,"SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US",3.6976851779007265,17,-89.41575884848486,40.332609696969705,0.5567365171541475,Rail Splitter
0.9987,205.7,METERS,GHCND_USW00003887,39.83444,-88.86556,2018-10-16,2000-11-01,"DECATUR AIRPORT, IL US",3.6976851779007265,17,-89.41575884848486,40.332609696969705,0.742220869992852,Rail Splitter
0.9945,1408.8,METERS,GHCND_USC00057866,37.36944,-102.74278,2002-05-31,1956-09-01,"SPRINGFIELD 7 WSW, CO US",1.7832200896511994,13,-102.85971622,37.67288118000001,0.3251932183605454,Twin Buttes
0.9511,1162.5,METERS,GHCND_USC00054388,38.0634,-102.9298,2018-10-17,1941-08-01,"JOHN MARTIN DAM, CO US",1.7832200896511994,13,-102.85971622,37.67288118000001,0.3967577157325028,Twin Buttes
0.987,1129.0,METERS,GHCND_USW00003013,38.07,-102.68806,2018-10-16,1996-07-01,"LAMAR MUNICIPAL AIRPORT, CO US",1.7832200896511994,13,-102.85971622,37.67288118000001,0.4326305757373983,Twin Buttes
0.9937,368.8,METERS,GHCND_USC00131442,42.7572,-95.5377,2018-10-17,1921-11-13,"CHEROKEE, IA US",2.567836929097727,15,-95.31330338834957,42.51814404854368,0.3278743467349645,Intrepid
0.9943,407.8,METERS,GHCND_USW00014972,43.16444,-95.20167,2018-10-15,1996-10-01,"SPENCER MUNICIPAL AIRPORT, IA US",2.567836929097727,15,-95.31330338834957,42.51814404854368,0.6558661984454089,Intrepid
0.9907,426.7,METERS,GHCND_USC00131277,42.0633,-95.8363,2018-01-16,1948-07-01,"CASTANA EXPERIMENTAL FARM, IA US",2.567836929097727,15,-95.31330338834957,42.51814404854368,0.6931151161917024,Intrepid
0.7781,700.1,METERS,GHCND_USC00418566,33.47917,-100.87611,2018-10-16,1911-05-01,"SPUR, TX US",2.567836929097727,15,-100.98416886999998,33.76395802,0.30459963184677213,McAdoo
0.9964,694.9,METERS,GHCND_USC00414967,33.06417,-101.04889,2018-10-17,1994-05-01,"LAKE ALAN HENRY, TX US",2.567836929097727,15,-100.98416886999998,33.76395802,0.7027745709713749,McAdoo
0.5731,989.1,METERS,GHCND_USC00415410,33.6897,-101.8219,2018-10-17,1911-03-01,"LUBBOCK 9 N, TX US",2.567836929097727,15,-100.98416886999998,33.76395802,0.841015873634639,McAdoo
0.9942,195.7,METERS,GHCND_USW00003991,33.20611,-97.19889,2018-10-16,1996-07-01,"DENTON MUNICPAL AIRPORT, TX US",2.567836929097727,15,-97.40641697333331,33.73178472000001,0.5651560456263071,Wolf Ridge
0.9792,192.0,METERS,GHCND_USC00412404,33.1991,-97.1049,2018-10-12,1913-06-01,"DENTON 2 SE, TX US",2.567836929097727,15,-97.40641697333331,33.73178472000001,0.6120992534953484,Wolf Ridge
0.9977,208.8,METERS,GHCND_USW00053909,32.97333,-97.31806,2018-10-16,1997-10-01,"FORT WORTH ALLIANCE AIRPORT, TX US",2.567836929097727,15,-97.40641697333331,33.73178472000001,0.7635839947425013,Wolf Ridge
0.9964,694.9,METERS,GHCND_USC00414967,33.06417,-101.04889,2018-10-17,1994-05-01,"LAKE ALAN HENRY, TX US",3.0814043149172723,16,-100.80783393103448,32.76485559770115,0.3843138558634411,Camp Springs
0.7781,700.1,METERS,GHCND_USC00418566,33.47917,-100.87611,2018-10-16,1911-05-01,"SPUR, TX US",3.0814043149172723,16,-100.80783393103448,32.76485559770115,0.7175699874750564,Camp Springs
0.9252,765.0,METERS,GHCND_USW00023041,32.2443,-101.4537,2018-10-17,1948-01-01,"BIG SPRING, TX US",3.0814043149172723,16,-100.80783393103448,32.76485559770115,0.8295306560573691,Camp Springs
0.9867,460.9,METERS,GHCND_USC00148946,38.9667,-98.489,2018-10-17,1964-08-01,"WILSON LAKE, KS US",1.7832200896511994,13,-98.24339702020197,38.886611474747475,0.2583311741985458,Smoky Hills II
0.8924,454.8,METERS,GHCND_USC00144178,38.6078,-97.9596,2018-10-17,1941-03-01,"KANOPOLIS LAKE, KS US",1.7832200896511994,13,-98.24339702020197,38.886611474747475,0.39783990137539343,Smoky Hills II
0.9887,568.1,METERS,GHCND_USW00093997,38.87611,-98.80917,2018-10-15,1949-09-01,"RUSSELL MUNICIPAL AIRPORT, KS US",1.7832200896511994,13,-98.24339702020197,38.886611474747475,0.5658704318493857,Smoky Hills II
0.667,249.3,METERS,GHCND_USW00013993,39.7736,-94.9233,2018-10-16,1948-01-01,"ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US",2.567836929097727,15,-94.50754507999999,39.98894685999999,0.4682162146018348,Lost Creek Ridge Wind Farm
0.8421,275.5,METERS,GHCND_USC00237862,39.3903,-94.5553,2018-10-17,1981-11-01,"SMITHVILLE LAKE, MO US",2.567836929097727,15,-94.50754507999999,39.98894685999999,0.6005485786945577,Lost Creek Ridge Wind Farm
1.0,306.3,METERS,GHCND_USW00003947,39.2972,-94.7306,2018-10-16,1972-10-01,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",2.567836929097727,15,-94.50754507999999,39.98894685999999,0.7268199334471114,Lost Creek Ridge Wind Farm
0.9943,407.8,METERS,GHCND_USW00014972,43.16444,-95.20167,2018-10-15,1996-10-01,"SPENCER MUNICIPAL AIRPORT, IA US",3.0814043149172723,16,-94.74662402040818,42.589576183673465,0.7331679554264373,Pomeroy II (4Q07)
0.9937,368.8,METERS,GHCND_USC00131442,42.7572,-95.5377,2018-10-17,1921-11-13,"CHEROKEE, IA US",3.0814043149172723,16,-94.74662402040818,42.589576183673465,0.8086401853031018,Pomeroy II (4Q07)
0.9939,401.4,METERS,GHCND_USW00094971,43.40111,-94.74722,2018-10-16,1996-07-01,"ESTHERVILLE MUNICIPAL AIRPORT, IA US",3.0814043149172723,16,-94.74662402040818,42.589576183673465,0.8115340351662329,Pomeroy II (4Q07)
0.9899,387.1,METERS,GHCND_USC00133632,41.6452,-95.3339,2016-02-24,1899-02-01,"HARLAN, IA US",3.0814043149172723,16,-94.94529587,42.150064089999994,0.637103538857366,Carroll
0.9937,368.8,METERS,GHCND_USC00131442,42.7572,-95.5377,2018-10-17,1921-11-13,"CHEROKEE, IA US",3.0814043149172723,16,-94.94529587,42.150064089999994,0.8482668603998368,Carroll
